,Unnamed: 0,webURL,numViolations,id,finalScore,impact,tags,description,help,helpUrl,nodes,html,failureSummary
11,0,https://www.patreon.com/,3,aria-allowed-attr,13.0,critical,"['cat.aria', 'wcag2a', 'wcag412', 'EN-301-549', 'EN-9.4.1.2']",Ensures an element's role supports its ARIA attributes,Elements must only use supported ARIA attributes,https://dequeuniversity.com/rules/axe/4.8/aria-allowed-attr?application=playwright,"[{'any': [], 'all': [{'id': 'aria-allowed-attr', 'data': ['aria-expanded=""false""'], 'relatedNodes': [], 'impact': 'critical', 'message': 'ARIA attribute is not allowed: aria-expanded=""false""'}], 'none': [], 'impact': 'critical', 'html': '<div aria-expanded=""false"" aria-haspopup=""true"" aria-label=""Search"" class=""sc-iUKqMP lhpgSe"" data-tag=""menuToggleDiv"">', 'target': ['.dAgRZl > .ehdChx.sc-dJjYzT > .sc-iUKqMP.lhpgSe[aria-haspopup=""true""]'], 'failureSummary': 'Fix all of the following:\n  ARIA attribute is not allowed: aria-expanded=""false""'}, {'any': [], 'all': [{'id': 'aria-allowed-attr', 'data': ['aria-expanded=""false""'], 'relatedNodes': [], 'impact': 'critical', 'message': 'ARIA attribute is not allowed: aria-expanded=""false""'}], 'none': [], 'impact': 'critical', 'html': '<div aria-expanded=""false"" aria-haspopup=""true"" aria-label=""Search"" class=""sc-iUKqMP lhpgSe"" data-tag=""menuToggleDiv"">', 'target': ['.sc-cjrPHo > .llxqUr.sc-dJjYzT > .jyMnuD.sc-dJjYzT > form > .jZwsWJ.sc-cbTzjv > .ehdChx.sc-dJjYzT > .sc-iUKqMP.lhpgSe[aria-haspopup=""true""]'], 'failureSummary': 'Fix all of the following:\n  ARIA attribute is not allowed: aria-expanded=""false""'}]",,
12,1,https://www.patreon.com/,3,color-contrast,13.0,serious,"['cat.color', 'wcag2aa', 'wcag143', 'TTv5', 'TT13.c', 'EN-301-549', 'EN-9.1.4.3', 'ACT']",Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=playwright,"[{'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ffffff', 'bgColor': '#ff424d', 'contrastRatio': 3.42, 'fontSize': '10.5pt (14px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<div class=""GlobalHeader_cta__vacQY"" data-cta=""true"">Start a paid membership</div>', 'target': ['.fYGrgV.sc-dJjYzT > .sc-fmBCVi.jwGvPX[href$=""create""] > .GlobalHeader_cta__vacQY[data-cta=""true""]']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<div class=""GlobalHeader_cta__vacQY"" data-cta=""true"">Start a paid membership</div>', 'target': ['.fYGrgV.sc-dJjYzT > .sc-fmBCVi.jwGvPX[href$=""create""] > .GlobalHeader_cta__vacQY[data-cta=""true""]'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1'}, {'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ffffff', 'bgColor': '#ff424d', 'contrastRatio': 3.42, 'fontSize': '12.0pt (16px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<a class=""sc-cxpSdN ecebje"" href=""https://www.patreon.com/create"" role=""button"" tabindex=""0"" type=""button"">', 'target': ['.dAXBVa.sc-brSvTw:nth-child(2) > div > .ecebje.sc-cxpSdN[role=""button""]']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<div class=""sc-fKVqWL cIeVvp"">Start a paid membership</div>', 'target': ['.dAXBVa.sc-brSvTw:nth-child(2) > div > .ecebje.sc-cxpSdN[role=""button""] > .sc-fKVqWL.cIeVvp'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}, {'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ffffff', 'bgColor': '#ff424d', 'contrastRatio': 3.42, 'fontSize': '12.0pt (16px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<button class=""sc-cxpSdN fDBvuv"" color=""primary"" tabindex=""0"" type=""button"">', 'target': ['.fDBvuv']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<div class=""sc-fKVqWL cIeVvp"">Search</div>', 'target': ['.fDBvuv > .sc-fKVqWL.cIeVvp'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}, {'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ff424d', 'bgColor': '#ffffff', 'contrastRatio': 3.42, 'fontSize': '10.5pt (14px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<div class=""styles_active__uFDHb""><span>Video Creators</span></div>', 'target': ['.styles_active__uFDHb']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.42 (foreground color: #ff424d, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<span>Video Creators</span>', 'target': ['.styles_active__uFDHb > span'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ff424d, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1'}, {'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ffffff', 'bgColor': '#ff424d', 'contrastRatio': 3.42, 'fontSize': '12.0pt (16px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<a class=""sc-cxpSdN ecebje"" color=""primary"" href=""https://www.patreon.com/create"" role=""button"" tabindex=""0"" type=""button"">', 'target': ['.ecebje[color=""primary""][role=""button""]']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<div class=""sc-fKVqWL cIeVvp"">Start a paid membership</div>', 'target': ['.ecebje[color=""primary""][role=""button""] > .sc-fKVqWL.cIeVvp'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}]",,
13,2,https://www.patreon.com/,3,link-name,13.0,serious,"['cat.name-role-value', 'wcag2a', 'wcag244', 'wcag412', 'section508', 'section508.22.a', 'TTv5', 'TT6.a', 'EN-301-549', 'EN-9.2.4.4', 'EN-9.4.1.2', 'ACT']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.8/link-name?application=playwright,"[{'any': [{'id': 'has-visible-text', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element does not have text that is visible to screen readers'}, {'id': 'aria-label', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-label attribute does not exist or is empty'}, {'id': 'aria-labelledby', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty'}, {'id': 'non-empty-title', 'data': {'messageKey': 'noAttr'}, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element has no title attribute'}], 'all': [], 'none': [{'id': 'focusable-no-name', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element is in tab order and does not have accessible text'}], 'impact': 'serious', 'html': '<a href=""https://creatorhub.patreon.com/articles/making-the-leap-ross-tran"" style=""display:block"" target=""_blank""></a>', 'target': ['.Styles_grid__Dr1VV > a[target=""_blank""]:nth-child(1)'], 'failureSummary': 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute'}, {'any': [{'id': 'has-visible-text', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element does not have text that is visible to screen readers'}, {'id': 'aria-label', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-label attribute does not exist or is empty'}, {'id': 'aria-labelledby', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty'}, {'id': 'non-empty-title', 'data': {'messageKey': 'noAttr'}, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element has no title attribute'}], 'all': [], 'none': [{'id': 'focusable-no-name', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element is in tab order and does not have accessible text'}], 'impact': 'serious', 'html': '<a href=""https://creatorhub.patreon.com/articles/how-an-avid-fan-community-powers-noclip-s-video-production-company"" style=""display:block"" target=""_blank""></a>', 'target': ['a[target=""_blank""]:nth-child(3)'], 'failureSummary': 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute'}, {'any': [{'id': 'has-visible-text', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element does not have text that is visible to screen readers'}, {'id': 'aria-label', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-label attribute does not exist or is empty'}, {'id': 'aria-labelledby', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty'}, {'id': 'non-empty-title', 'data': {'messageKey': 'noAttr'}, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element has no title attribute'}], 'all': [], 'none': [{'id': 'focusable-no-name', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element is in tab order and does not have accessible text'}], 'impact': 'serious', 'html': '<a href=""https://creatorhub.patreon.com/articles/how-patrick-hinds-turned-his-true-crime-obsession-into-a-career"" style=""display:block"" target=""_blank""></a>', 'target': ['a[target=""_blank""]:nth-child(5)'], 'failureSummary': 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute'}]",,
14,0,https://www.quora.com/,2,landmark-one-main,6.0,moderate,"['cat.semantics', 'best-practice']",Ensures the document has a main landmark,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.8/landmark-one-main?application=playwright,"[{'any': [], 'all': [{'id': 'page-has-main', 'data': None, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Document does not have a main landmark'}], 'none': [], 'impact': 'moderate', 'html': '<html dir=""ltr"" lang=""nl"" style=""padding: 0px; margin: 0px; color-scheme: light;"" class=""js-focus-visible"" data-js-focus-visible="""">', 'target': ['html'], 'failureSummary': 'Fix all of the following:\n  Document does not have a main landmark'}]",,
15,1,https://www.quora.com/,2,page-has-heading-one,6.0,moderate,"['cat.semantics', 'best-practice']","Ensure that the page, or at least one of its frames contains a level-one heading",Page should contain a level-one heading,https://dequeuniversity.com/rules/axe/4.8/page-has-heading-one?application=playwright,"[{'any': [], 'all': [{'id': 'page-has-heading-one', 'data': None, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Page must have a level-one heading'}], 'none': [], 'impact': 'moderate', 'html': '<html dir=""ltr"" lang=""nl"" style=""padding: 0px; margin: 0px; color-scheme: light;"" class=""js-focus-visible"" data-js-focus-visible="""">', 'target': ['html'], 'failureSummary': 'Fix all of the following:\n  Page must have a level-one heading'}]",,
0,0,https://www.researchgate.net/,3,color-contrast,10.0,serious,"['cat.color', 'wcag2aa', 'wcag143', 'TTv5', 'TT13.c', 'EN-301-549', 'EN-9.1.4.3', 'ACT']",Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=playwright,"[{'any': [{'id': 'color-contrast', 'data': {'fgColor': '#40ba9b', 'bgColor': '#ffffff', 'contrastRatio': 2.4, 'fontSize': '10.5pt (14px)', 'fontWeight': 'bold', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<div class=""index-header"">', 'target': ['.index-header']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 2.4 (foreground color: #40ba9b, background color: #ffffff, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<a class=""index-header__sign-up gtm-new-index-page-join-btn-atf"" href=""signup.SignUp.html?ev=su_chnl_index&amp;_sg=8shyoNEMVKEcAIAt1TKH4EncT-BkQbxkdhm0P4MkYyUdhYTLoCvDX6g5nFN8ksdR4c5qgZJ3EdgoMzEjXeJ0kCU"">Join for free</a>', 'target': ['.index-header__sign-up'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 2.4 (foreground color: #40ba9b, background color: #ffffff, font size: 10.5pt (14px), font weight: bold). Expected contrast ratio of 4.5:1'}]",,
1,1,https://www.researchgate.net/,3,landmark-one-main,10.0,moderate,"['cat.semantics', 'best-practice']",Ensures the document has a main landmark,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.8/landmark-one-main?application=playwright,"[{'any': [], 'all': [{'id': 'page-has-main', 'data': None, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Document does not have a main landmark'}], 'none': [], 'impact': 'moderate', 'html': '<html lang=""en"" class=""js-focus-visible"" data-js-focus-visible="""">', 'target': ['html'], 'failureSummary': 'Fix all of the following:\n  Document does not have a main landmark'}]",,
2,2,https://www.researchgate.net/,3,region,10.0,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.8/region?application=playwright,"[{'any': [{'id': 'region', 'data': {'isIframe': False}, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Some page content is not contained by landmarks'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<div class=""index-header"">', 'target': ['.index-header'], 'failureSummary': 'Fix any of the following:\n  Some page content is not contained by landmarks'}, {'any': [{'id': 'region', 'data': {'isIframe': False}, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Some page content is not contained by landmarks'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<div class=""nova-legacy-l-flex__item index-main__content"">', 'target': ['.index-main__content.nova-legacy-l-flex__item > .index-main__content.nova-legacy-l-flex__item'], 'failureSummary': 'Fix any of the following:\n  Some page content is not contained by landmarks'}, {'any': [{'id': 'region', 'data': {'isIframe': False}, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Some page content is not contained by landmarks'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<div class=""index-content__body"">', 'target': ['.index-content__body'], 'failureSummary': 'Fix any of the following:\n  Some page content is not contained by landmarks'}]",,
3,0,https://www.taylorguitars.com/,6,color-contrast,21.0,serious,"['cat.color', 'wcag2aa', 'wcag143', 'TTv5', 'TT13.c', 'EN-301-549', 'EN-9.1.4.3', 'ACT']",Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=playwright,"[{'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ffffff', 'bgColor': '#ff0000', 'contrastRatio': 3.99, 'fontSize': '12.0pt (16px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<div class=""site-banner-ad"" style=""background-color: #FF0000;"">', 'target': ['.site-banner-ad']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.99 (foreground color: #ffffff, background color: #ff0000, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<div class=""title"" style=""color: #FFFFFF;"">FREE SHIPPING ON ORDERS $39.99+ FOR CUSTOMERS IN THE CONTIGUOUS U.S.</div>', 'target': ['.title'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.99 (foreground color: #ffffff, background color: #ff0000, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}, {'any': [{'id': 'color-contrast', 'data': {'fgColor': '#ffffff', 'bgColor': '#ff0000', 'contrastRatio': 3.99, 'fontSize': '12.0pt (16px)', 'fontWeight': 'normal', 'messageKey': None, 'expectedContrastRatio': '4.5:1'}, 'relatedNodes': [{'html': '<div class=""site-banner-ad"" style=""background-color: #FF0000;"">', 'target': ['.site-banner-ad']}], 'impact': 'serious', 'message': 'Element has insufficient color contrast of 3.99 (foreground color: #ffffff, background color: #ff0000, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}], 'all': [], 'none': [], 'impact': 'serious', 'html': '<a href=""https://shop.taylorguitars.com/info/shipping?_gl=1*wy1y72*_ga*NTc1MDcyNTE2LjE2ODAwNzI3MDQ.*_ga_E56N1Z0M9E*MTY5MjA4MjY2OC4yNTguMS"" style=""color: #FFFFFF;"" target=""_blank"">SEE DETAILS</a>', 'target': ['.link > a[target=""_blank""]'], 'failureSummary': 'Fix any of the following:\n  Element has insufficient color contrast of 3.99 (foreground color: #ffffff, background color: #ff0000, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1'}]",,
4,1,https://www.taylorguitars.com/,6,heading-order,21.0,moderate,"['cat.semantics', 'best-practice']",Ensures the order of headings is semantically correct,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.8/heading-order?application=playwright,"[{'any': [{'id': 'heading-order', 'data': None, 'relatedNodes': [], 'impact': 'moderate', 'message': 'Heading order invalid'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<h4>\n<a href=""/taylorware/guitar-care/taylor-hygrometer"" hreflang=""en"" aria-label=""Taylor Hygrometer"">      Taylor Hygrometer\n    </a>\n</h4>', 'target': ['.column_product.field__item:nth-child(1) > .field--name-field-product.field--type-entity-reference.field > .layout.layout--onecol > .layout__region.layout__region--content > .main-container > .field--name-node-title.field--type-ds.field > h4'], 'failureSummary': 'Fix any of the following:\n  Heading order invalid'}]",,
5,2,https://www.taylorguitars.com/,6,landmark-unique,21.0,moderate,"['cat.semantics', 'best-practice']",Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.8/landmark-unique?application=playwright,"[{'any': [{'id': 'landmark-is-unique', 'data': {'role': 'search', 'accessibleText': None}, 'relatedNodes': [{'html': '<div class=""block block-tg-nav block-site-search"" data-drupal-selector=""site-search-form-2"" role=""search"">', 'target': ['div[data-drupal-selector=""site-search-form-2""]']}], 'impact': 'moderate', 'message': 'The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<div class=""block block-tg-nav block-site-search"" data-drupal-selector=""site-search-form"" role=""search"">', 'target': ['div[data-drupal-selector=""site-search-form""]'], 'failureSummary': 'Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable'}, {'any': [{'id': 'landmark-is-unique', 'data': {'role': 'navigation', 'accessibleText': None}, 'relatedNodes': [{'html': '<nav class=""nav login-nav"">', 'target': ['.mobile-menu-footer > .block-rs-menu.block-tg-nav.block > section > .nav.login-nav']}, {'html': '<nav class=""nav login-nav"">', 'target': ['#block-mainnavigationv2-mobile > .nav-column > .block-rs-menu.block-tg-nav.block > section > .nav.login-nav']}], 'impact': 'moderate', 'message': 'The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<nav class=""nav login-nav"">', 'target': ['.nav-right > .block-rs-menu.block-tg-nav.block > section > .nav.login-nav'], 'failureSummary': 'Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable'}, {'any': [{'id': 'landmark-is-unique', 'data': {'role': 'contentinfo', 'accessibleText': None}, 'relatedNodes': [{'html': '<footer class=""site-footer"">', 'target': ['footer']}], 'impact': 'moderate', 'message': 'The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable'}], 'all': [], 'none': [], 'impact': 'moderate', 'html': '<footer role=""contentinfo"" id=""es-pagination"" class=""row"">', 'target': ['#embedIFrame_37c5ca7e48a6c6bec486fd81630fd08d9703ce7d61bm8j', '#es-pagination'], 'failureSummary': 'Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable'}]",,
6,3,https://www.taylorguitars.com/,6,link-name,21.0,serious,"['cat.name-role-value', 'wcag2a', 'wcag244', 'wcag412', 'section508', 'section508.22.a', 'TTv5', 'TT6.a', 'EN-301-549', 'EN-9.2.4.4', 'EN-9.4.1.2', 'ACT']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.8/link-name?application=playwright,"[{'any': [{'id': 'has-visible-text', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element does not have text that is visible to screen readers'}, {'id': 'aria-label', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-label attribute does not exist or is empty'}, {'id': 'aria-labelledby', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty'}, {'id': 'non-empty-title', 'data': {'messageKey': 'noAttr'}, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element has no title attribute'}], 'all': [], 'none': [{'id': 'focusable-no-name', 'data': None, 'relatedNodes': [], 'impact': 'serious', 'message': 'Element is in tab order and does not have accessible text'}], 'impact': 'serious', 'html': '<a class=""mobile-toggle"" href=""#"" id=""mobile-toggle"">\n<span class=""bar""></span>\n<span class=""bar""></span>\n<span class=""bar""></span>\n</a>', 'target': ['#mobile-toggle'], 'failureSummary': 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute'}]",,
